Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB39,OUT013,649.08
DRC24,OUT046,2167.61
FDY36,OUT013,902.75
FDN01,OUT035,2310.38
DRH25,OUT046,768.77
FDV08,OUT046,626.89
NCP53,OUT049,3722.49
FDU52,OUT010,325.85
NCI42,OUT045,2622.22
FDZ14,OUT035,1805.82
FDF11,OUT046,2999.67
FDQ13,OUT018,1303.1
FDO32,OUT010,132.12
DRJ37,OUT018,1938.64
FDY43,OUT046,2541.46
NCT41,OUT017,2283.42
NCV17,OUT045,1761.77
FDM04,OUT027,1077.3
DRB48,OUT018,363.65
FDM24,OUT013,2080.79
FDT37,OUT049,3724.85
NCO05,OUT010,192.99
FDL13,OUT046,3330.77
FDL15,OUT017,2172.21
FDB11,OUT018,2411.73
FDL14,OUT019,329.1
FDY10,OUT019,223.7
FDJ40,OUT049,1734.6
NCW18,OUT046,3404.68
NCY06,OUT013,1789.33
DRE13,OUT018,1210.06
FDA26,OUT045,3210.52
NCE19,OUT010,142.6
FDE33,OUT035,1228.82
DRL59,OUT027,1086.84
FDY07,OUT046,736.51
FDF57,OUT018,1994.17
FDM58,OUT035,1356.36
FDP26,OUT027,2458.18
FDY32,OUT046,2445.83
FDD51,OUT010,107.64
FDU22,OUT018,1983.52
FDZ49,OUT018,4131.36
NCI42,OUT017,3239.62
FDT04,OUT027,869.17
NCU41,OUT045,2716.92
FDS56,OUT045,2547.01
NCN42,OUT017,2152.23
FDK34,OUT046,3677.94
FDB03,OUT017,3526.79
DRJ25,OUT035,870.15
FDT25,OUT027,3488.16
FDN20,OUT013,2326.03
FDP09,OUT013,3793.91
FDM20,OUT019,451.08
NCG55,OUT046,1844.93
NCP14,OUT045,1547.17
NCH06,OUT046,3321.79
FDV52,OUT013,1723.23
NCL07,OUT035,548.35
DRJ11,OUT027,4844.84
DRO59,OUT013,1184.43
FDW15,OUT010,278.07
NCQ30,OUT035,1884.28
NCN54,OUT019,151.12
FDY01,OUT027,3659.84
FDX39,OUT035,3502.53
FDH53,OUT027,2356.68
FDA57,OUT035,616.11
NCC07,OUT010,212.88
FDU28,OUT013,2529.86
FDK36,OUT010,109.68
FDR36,OUT018,344.84
NCQ17,OUT035,2256.29
FDS28,OUT019,136.14
FDE08,OUT045,2299.16
FDU22,OUT046,1972.6
FDG41,OUT045,1448.83
FDO31,OUT010,153.11
FDM21,OUT019,563.97
FDU40,OUT017,2469.75
FDV36,OUT018,1798.74
FDT10,OUT027,1344.38
FDX38,OUT045,686.84
NCU30,OUT027,3665.82
NCV06,OUT049,2890.22
FDT16,OUT035,3849.58
NCP41,OUT027,2136.07
FDZ56,OUT017,2805.39
FDC22,OUT035,3176.77
FDU10,OUT035,690.79
FDS46,OUT045,1826.59
FDO08,OUT049,2476.1
NCV42,OUT018,1426.38
FDP33,OUT035,3865.28
FDJ12,OUT046,3071.32
FDH04,OUT045,1375.97
NCU54,OUT013,3384.05
FDO36,OUT010,421.76
FDT37,OUT027,6472.26
FDD14,OUT010,524.73
FDA16,OUT013,3637.18
NCS42,OUT019,190.28
FDP10,OUT019,241.92
FDQ28,OUT049,2340.82
FDK57,OUT010,293.48
FDK02,OUT013,1770.86
FDW47,OUT018,1890.4
NCC42,OUT018,1783.91
FDQ37,OUT018,3084.87
FDL40,OUT046,1202.29
DRE13,OUT010,160.16
FDQ34,OUT027,2671.96
NCB54,OUT046,1670.53
FDS48,OUT049,1951.48
FDO15,OUT045,982.23
NCT30,OUT013,653.33
FDU49,OUT027,2259.67
FDE21,OUT046,2043.02
FDS49,OUT019,148.63
FDT38,OUT027,2040.38
FDZ01,OUT045,1359.23
FDC41,OUT035,1149.7
DRG13,OUT010,331.96
NCZ42,OUT018,3343.8
NCM07,OUT045,1092.99
NCV17,OUT018,1980.03
DRK39,OUT035,1354.7
FDS37,OUT018,1495.41
FDV12,OUT019,253.12
NCG19,OUT018,4117.31
FDS51,OUT013,616.63
NCO14,OUT046,589.58
FDC38,OUT046,1708.87
FDN15,OUT046,1971.67
NCH42,OUT013,3781.73
FDQ22,OUT046,542.97
FDC05,OUT013,2839.32
FDZ31,OUT013,2869.38
DRJ23,OUT049,2804.78
FDC52,OUT035,2133.64
DRD12,OUT010,129.49
FDV55,OUT017,2296.23
FDD32,OUT046,1203.7
FDR01,OUT049,2677.48
FDY08,OUT019,364.04
FDQ45,OUT045,3119.4
DRN11,OUT027,3482.84
NCS05,OUT018,1576.9
FDY32,OUT035,2308.8
NCD31,OUT045,2647.55
NCE06,OUT049,2170.85
NCP14,OUT046,1779.5
NCF18,OUT019,391.69
FDF14,OUT018,1991.73
FDB22,OUT017,2070.77
NCH54,OUT049,2553.85
FDU27,OUT035,751.34
FDS58,OUT027,4769.99
NCU29,OUT035,2665.62
FDJ57,OUT013,3288.04
FDL56,OUT049,1188.8
FDH60,OUT035,2972.17
FDN24,OUT018,803.52
FDD02,OUT017,1975.2
FDP15,OUT017,3866.53
FDB28,OUT027,5564.7
DRC49,OUT045,2384.83
NCG30,OUT018,1333.76
FDJ14,OUT049,1046.95
FDL52,OUT045,641.92
NCG19,OUT027,6279.67
NCN41,OUT035,1868.06
FDW22,OUT013,3726.43
FDI02,OUT013,1291.68
FDV51,OUT045,2077.82
FDV48,OUT046,1236.15
NCL17,OUT019,292.15
FDP46,OUT045,1343.99
FDU10,OUT045,620.72
FDT37,OUT010,438.35
FDI27,OUT035,707.24
FDN51,OUT046,3358.7
FDW07,OUT035,1051.34
FDN45,OUT049,3268.39
DRN37,OUT027,4574.65
DRF48,OUT049,2306.86
FDP38,OUT019,83.64
NCX18,OUT027,4500.68
FDK45,OUT018,1666.57
FDZ37,OUT049,1122.83
FDS50,OUT018,3164.21
NCR54,OUT018,2759.56
NCS17,OUT035,1343.04
FDV31,OUT046,1921.31
DRE27,OUT017,1330.41
FDN60,OUT013,2498.55
FDK26,OUT013,3208.4
FDX37,OUT018,1273.25
FDW31,OUT046,1997.78
FDX26,OUT018,2708.22
DRL49,OUT019,336.68
FDU49,OUT017,1525.8
FDY58,OUT046,3779.67
FDN03,OUT045,3884.68
NCV06,OUT010,445.17
FDH53,OUT045,1211.68
FDG31,OUT018,505.35
NCC06,OUT045,2536.35
FDS13,OUT049,3565.83
FDP16,OUT035,3600.49
FDA35,OUT013,1910.08
DRP47,OUT018,3938.07
FDY28,OUT010,493.5
FDY20,OUT035,1178.84
NCH30,OUT017,1492.89
NCR29,OUT019,128.18
NCP05,OUT013,2469.17
NCF30,OUT019,267.37
FDA08,OUT035,2292.35
FDN51,OUT027,5663.71
FDH12,OUT046,1646.51
FDY39,OUT017,2898.2
NCO53,OUT045,2795.47
FDB40,OUT046,2334.38
FDH02,OUT049,790.82
FDY11,OUT027,1590.19
FDQ09,OUT019,253.17
FDP16,OUT013,3812.73
NCF55,OUT018,236.4
FDY09,OUT027,4653.49
FDY39,OUT045,2961.7
NCU53,OUT049,2205.79
NCT41,OUT049,2268.89
FDJ45,OUT046,553.92
FDR28,OUT013,2393.91
FDN08,OUT013,1727.2
FDJ07,OUT049,1708.21
FDZ09,OUT027,3296.64
FDQ14,OUT017,2144.95
FDY12,OUT027,1225.32
FDK57,OUT046,1937.81
FDD20,OUT049,1838.16
FDS36,OUT018,1736.47
FDI40,OUT049,1521.58
FDJ40,OUT045,1770.83
FDE08,OUT013,2379.27
DRK01,OUT013,1432.57
FDC58,OUT049,539.42
FDE50,OUT046,3016.65
FDX48,OUT035,1827.39
DRM35,OUT018,1851.8
FDG41,OUT013,1394.84
FDB52,OUT046,3323.76
FDV19,OUT045,2605.36
DRG48,OUT017,2221.75
FDI26,OUT013,2443.91
FDU11,OUT019,188.81
FDF59,OUT019,284.89
FDR07,OUT049,839.19
NCE06,OUT017,1926.02
FDE10,OUT046,1884.83
NCO55,OUT046,1433.1
FDZ13,OUT013,565.45
FDT50,OUT017,1303.6
FDH12,OUT010,219.39
FDD21,OUT045,1766.37
NCM05,OUT013,4474.21
FDK04,OUT013,697.83
FDN33,OUT017,1245.3
NCM18,OUT010,122.49
DRC25,OUT049,1396.76
FDT47,OUT017,1621.71
FDD45,OUT027,2757.08
NCD07,OUT018,1581.83
NCY54,OUT010,416.69
FDL12,OUT049,1184.91
FDL02,OUT017,1478.08
FDC60,OUT035,1177.36
FDR37,OUT017,3102
FDY16,OUT017,3007.45
FDU26,OUT045,1727.95
FDN24,OUT013,886.22
FDH44,OUT013,2308.6
FDE23,OUT010,83.68
FDW60,OUT017,2506.18
FDQ55,OUT049,1990.81
FDV32,OUT027,1732.48
FDV03,OUT010,262.46
FDY14,OUT010,433.64
NCL55,OUT027,7018.62
DRF25,OUT017,710.21
FDX03,OUT046,531.56
FDF40,OUT045,3459.22
FDX24,OUT010,174.7
FDA25,OUT049,1612.69
FDH21,OUT018,2117.15
FDB47,OUT010,473.85
FDT34,OUT019,283.77
FDS39,OUT010,284.71
NCU05,OUT046,1230.93
FDE02,OUT049,1169.92
FDL25,OUT035,836.77
FDC50,OUT049,1376.67
FDZ32,OUT049,1248.24
FDV14,OUT045,1237.5
FDR07,OUT045,803.85
FDB26,OUT049,783.41
NCR50,OUT045,2548.93
FDP01,OUT018,1846.76
FDH57,OUT045,1718.66
FDM60,OUT027,991.59
FDA45,OUT017,2282.15
FDU55,OUT017,4183.58
FDH40,OUT035,1120.4
FDG40,OUT019,55.05
FDT12,OUT049,3742.1
DRL59,OUT045,901.62
FDT47,OUT018,1255.77
FDI60,OUT017,982.95
DRF51,OUT027,1009.44
NCK31,OUT049,704.1
FDB08,OUT045,2138.93
FDM44,OUT035,1304.93
FDD46,OUT018,1758.27
FDR27,OUT019,274.56
FDV56,OUT010,228.18
FDM02,OUT049,1103.94
FDU45,OUT018,1980.69
FDZ10,OUT017,1852.02
NCK31,OUT010,101.66
FDR27,OUT035,1854.31
FDF33,OUT013,1696.87
FDJ36,OUT046,739.25
FDP33,OUT049,4019.33
FDG17,OUT046,4070.83
FDG47,OUT027,4406.86
NCW29,OUT046,1259.01
DRH59,OUT017,1143.28
FDR32,OUT017,3507.93
FDP48,OUT035,3104.43
FDG17,OUT035,3775.42
DRJ59,OUT017,524
FDY48,OUT027,2460.68
FDB02,OUT046,2228.78
FDN10,OUT019,199.3
NCD55,OUT035,607.44
FDX34,OUT013,1696.53
FDZ38,OUT045,3090.33
DRF37,OUT049,4035.85
DRL47,OUT019,269.03
FDL27,OUT035,1066.24
NCP53,OUT035,3722.14
FDT03,OUT019,378.45
FDJ28,OUT035,2868.41
FDF40,OUT018,2868.72
FDA32,OUT035,3146.9
NCP02,OUT017,659.42
FDZ31,OUT045,2886.71
NCQ29,OUT013,3452.08
FDP57,OUT010,158.08
FDL32,OUT027,3721.92
DRB01,OUT035,2615.06
FDJ40,OUT046,1602.87
FDO24,OUT018,2139.91
FDO11,OUT018,3308.44
FDA56,OUT035,1778.31
FDF02,OUT045,1539.91
FDA10,OUT013,1390.62
NCI55,OUT017,2466.61
FDZ40,OUT010,150.26
FDV08,OUT049,607.82
FDN48,OUT013,1324.08
FDU57,OUT017,2301.14
DRF49,OUT013,1536.28
FDS02,OUT035,2988.25
FDS43,OUT046,2779.65
FDT16,OUT013,4635.09
FDX19,OUT027,6030.95
FDK15,OUT046,1462.65
DRA12,OUT049,2011.02
FDY35,OUT017,663.33
NCU42,OUT013,2830.29
FDD26,OUT013,2847.15
FDR11,OUT018,2150.76
NCP53,OUT045,3710.57
FDP34,OUT045,2539.9
NCV41,OUT019,310.15
FDN20,OUT018,2185.18
FDZ16,OUT018,2720.45
FDZ28,OUT049,1755.26
NCL55,OUT013,3960.19
NCJ17,OUT046,1238.18
FDT37,OUT046,3747.17
FDV51,OUT049,2287.47
FDZ28,OUT035,1831.13
FDN27,OUT013,1625.26
FDS14,OUT019,305.16
FDZ58,OUT045,1692.85
FDD46,OUT046,1853.32
FDJ03,OUT035,658.01
FDU03,OUT010,493.67
FDA33,OUT027,3757.85
NCW53,OUT035,2797.87
NCC55,OUT017,624.01
FDP52,OUT019,549.98
FDE39,OUT049,2142.69
FDB44,OUT035,2628.1
FDG59,OUT013,476.26
FDI05,OUT013,1196.81
FDF59,OUT045,820.67
FDM39,OUT019,371.23
FDB14,OUT013,1121.89
NCS05,OUT019,230.11
DRJ35,OUT045,846.42
FDO31,OUT019,183.6
FDA31,OUT046,2154.68
FDX40,OUT049,590.6
FDW56,OUT045,2763.43
FDH09,OUT018,687.38
FDA52,OUT019,391.75
FDF20,OUT019,539.36
FDE40,OUT046,1052.51
NCU17,OUT046,1794.1
NCP14,OUT035,1717.94
FDN25,OUT027,1301.31
FDU39,OUT049,924.71
NCM05,OUT017,3543.41
FDU07,OUT017,2200.17
FDF28,OUT049,1728.83
FDR57,OUT049,2228.7
FDJ33,OUT013,1759.84
DRH23,OUT035,867.84
FDQ52,OUT046,4121.06
DRK13,OUT035,2739.23
FDP09,OUT046,4044.29
FDR08,OUT027,2668.88
FDV50,OUT045,1569.97
FDT13,OUT049,2957.39
FDJ27,OUT027,2383.99
FDH21,OUT046,2079.2
FDW14,OUT027,1878.19
FDL52,OUT049,636.17
FDW28,OUT017,2769.19
FDL40,OUT049,1246.06
FDE24,OUT046,1583.35
FDX35,OUT049,3400.26
FDP46,OUT017,1161.27
FDX56,OUT045,3329.21
FDQ45,OUT049,2747.1
FDK50,OUT027,3652.21
FDY26,OUT045,4128.22
FDQ09,OUT017,1608.64
FDN39,OUT049,2349.03
FDP13,OUT017,669.88
FDR51,OUT013,2119.8
FDZ49,OUT010,358.66
FDL28,OUT018,3238.55
FDZ10,OUT035,1857.35
FDK38,OUT013,1640.78
DRL49,OUT027,3612.32
FDR15,OUT013,2032.14
FDQ24,OUT035,4011.38
FDD56,OUT013,2775.37
NCR42,OUT046,303.21
FDH52,OUT045,990.16
FDH57,OUT019,233.77
FDR15,OUT010,346.71
FDJ34,OUT035,1913.64
FDW37,OUT035,1296.74
FDQ23,OUT018,1333.97
FDP34,OUT013,2411.8
FDE04,OUT027,3961.93
FDC48,OUT045,1326.61
FDA47,OUT019,438.78
FDI35,OUT018,2927.93
NCV05,OUT013,1982.8
FDR28,OUT045,2662.23
FDH31,OUT017,1498.05
FDP59,OUT019,245.41
FDS19,OUT018,1052.54
FDM60,OUT045,626.19
FDJ44,OUT018,2257.31
DRH51,OUT017,941.32
DRC25,OUT017,1485.9
DRE25,OUT013,1473.23
NCX05,OUT049,1857.29
FDR11,OUT017,2345.86
DRP47,OUT045,3715.94
DRC49,OUT019,319.65
FDQ47,OUT027,967.13
FDL20,OUT013,1497.34
FDM34,OUT035,1851.09
NCN55,OUT013,3465.87
FDD41,OUT035,1585.38
FDE52,OUT049,1150.14
NCT18,OUT019,328.21
FDJ32,OUT018,702.1
FDE16,OUT046,3781.81
FDZ09,OUT045,2563.02
DRZ11,OUT046,1788.32
FDK41,OUT049,1147.04
FDE56,OUT049,980.78
FDH34,OUT013,3193.32
DRI49,OUT013,1272.28
DRI59,OUT046,3786.07
DRC36,OUT049,2412.2
FDS15,OUT019,250.02
FDI07,OUT018,2843.61
FDZ15,OUT018,1736.13
NCX41,OUT027,5396.33
NCO29,OUT019,330.87
FDF57,OUT013,2432.01
FDI33,OUT035,1442.75
DRJ47,OUT049,2371.72
FDB34,OUT046,1141.36
FDY22,OUT027,3408.72
DRL11,OUT017,2345.17
FDY46,OUT035,2859.9
FDG17,OUT013,3965.86
FDE52,OUT018,1075.81
DRP47,OUT027,6749.49
FDO01,OUT010,231.67
FDL09,OUT046,2294.35
FDR57,OUT013,2273.83
DRD37,OUT035,708.09
FDQ36,OUT027,1027.49
FDL33,OUT049,2647.12
FDL48,OUT045,678.24
FDL28,OUT049,3744.37
NCN29,OUT046,642.09
FDO13,OUT035,2225.4
FDB38,OUT045,2463.11
FDI36,OUT035,2809.88
FDI58,OUT035,1398.77
FDH22,OUT018,1495.46
FDQ27,OUT013,2096.31
FDT33,OUT046,2254.11
FDC56,OUT045,1839.05
FDF14,OUT046,2127.74
FDQ39,OUT017,2897.39
NCM43,OUT017,2481.35
FDS46,OUT035,1943.62
FDI22,OUT049,3427
NCE43,OUT045,2566.11
FDZ36,OUT010,350.28
FDR13,OUT019,197.95
FDP46,OUT018,1207.25
FDW56,OUT019,426.31
FDB40,OUT017,2229.81
FDM28,OUT018,2688.98
FDV49,OUT013,4328.38
NCS53,OUT018,2111.58
FDO03,OUT049,3931.26
FDT15,OUT035,2959.22
FDD33,OUT049,3433.05
FDX13,OUT017,4018.87
FDH60,OUT013,2717.19
DRH51,OUT046,1053.25
NCL07,OUT049,606.6
FDW51,OUT045,2917.6
FDF21,OUT019,421.01
FDH26,OUT019,256.22
FDJ03,OUT049,700.72
FDU35,OUT017,1673.86
DRL01,OUT018,2380.59
FDE59,OUT045,509.33
FDI60,OUT035,985.24
DRH39,OUT035,1137.68
FDK36,OUT049,821.31
FDN52,OUT045,1032.5
FDU12,OUT017,3497.51
NCT05,OUT027,5388.27
FDS37,OUT027,2332.46
FDK24,OUT017,691.34
DRF36,OUT013,3167.87
FDN46,OUT010,212.88
NCN06,OUT045,2350.68
FDD59,OUT035,1307.59
FDM14,OUT045,1415.62
FDO10,OUT018,698.91
FDU35,OUT013,1534.4
NCA30,OUT018,2851.82
NCO41,OUT049,1408.81
FDI24,OUT046,2264.61
FDZ16,OUT046,2959.14
FDV47,OUT046,1310.81
FDV16,OUT045,554.44
FDZ22,OUT035,1339.88
FDO20,OUT010,457.1
FDW38,OUT013,626.86
FDW52,OUT045,2567.69
FDT43,OUT019,98
NCS29,OUT045,3907.27
NCC31,OUT017,2121.53
FDA21,OUT017,2985.24
FDQ55,OUT046,2100.52
NCE54,OUT049,908.16
FDD45,OUT017,1452.69
NCP17,OUT017,1013.09
FDR47,OUT035,3174.84
DRM35,OUT013,2543.63
FDR47,OUT019,410.91
FDX19,OUT010,583.01
FDV22,OUT027,4759.9
FDQ46,OUT027,3149.81
DRO47,OUT045,1608.86
FDB44,OUT010,574
FDN02,OUT010,496.12
FDW10,OUT045,2324.35
FDJ41,OUT019,469.77
FDM50,OUT046,795.02
FDW10,OUT035,2132.47
FDY48,OUT049,1665.23
NCE30,OUT027,4966.36
FDO04,OUT045,1057.81
FDQ26,OUT010,139.89
NCX29,OUT018,1951.2
FDE39,OUT046,1893.54
NCR54,OUT027,5436.5
NCP55,OUT027,1345.84
FDX22,OUT017,3402.64
FDI05,OUT035,1272.81
FDC51,OUT027,3345.39
FDC10,OUT013,1611.05
FDJ46,OUT045,2586.26
FDV10,OUT010,71.36
FDX12,OUT027,4990.95
FDL43,OUT019,160.79
DRB13,OUT046,1727.83
FDF59,OUT027,2911.08
FDT35,OUT049,2500.91
NCJ19,OUT035,989.29
FDT35,OUT018,2105.49
FDI48,OUT046,660.06
DRC24,OUT019,321.62
NCZ05,OUT017,1639.17
FDJ57,OUT049,3345.76
FDX11,OUT017,3046.37
FDE09,OUT035,1508.96
NCK06,OUT049,1493.28
DRE37,OUT017,2584.79
FDV56,OUT046,1303.57
FDY43,OUT017,2311.6
FDV35,OUT013,2290.17
FDF05,OUT019,517.9
FDA36,OUT035,1923.73
FDS13,OUT027,6322.76
FDU47,OUT013,1718.17
FDI36,OUT010,326.69
FDH48,OUT046,1260.68
FDZ14,OUT013,1707.81
FDS46,OUT013,1974.78
FDE21,OUT017,1782.46
FDA26,OUT049,3661.6
FDV12,OUT046,1740.04
FDL46,OUT019,238.02
FDN57,OUT013,2059.76
NCJ18,OUT017,1794.99
FDO36,OUT045,2692.25
FDX55,OUT018,2708.03
FDT25,OUT019,216.57
FDD16,OUT049,1027.11
NCX18,OUT013,2645.27
NCG55,OUT018,1751.29
NCV18,OUT049,1363.06
NCS18,OUT035,1446.69
FDC37,OUT045,1545.24
FDE47,OUT046,1830.92
DRG49,OUT019,557.06
FDC39,OUT049,2898.91
FDH24,OUT019,336.3
FDV39,OUT027,4320.9
NCL17,OUT045,2048.85
NCY53,OUT035,1849.21
FDH52,OUT013,770.32
NCD19,OUT018,597.45
FDI44,OUT046,1227.6
DRD49,OUT027,5334.06
FDN08,OUT035,1816.07
FDO20,OUT027,8512.02
FDY02,OUT046,3699.15
FDX23,OUT045,1178.09
FDX01,OUT017,1744.76
FDH20,OUT027,2558.71
NCX41,OUT017,3500.72
FDD21,OUT027,2871.11
DRH11,OUT019,124.17
DRE60,OUT018,3724.97
FDB10,OUT013,3594.39
FDH38,OUT013,1773.87
NCL07,OUT018,422.36
FDD48,OUT046,2095.05
NCT54,OUT027,2737.62
FDF32,OUT027,5328
DRH51,OUT045,931.46
DRG03,OUT035,2169.97
NCY42,OUT019,370.4
FDH32,OUT017,1535.44
NCJ06,OUT027,3114.01
FDH47,OUT027,2639.45
FDZ08,OUT018,1106.24
FDK16,OUT017,1475.41
DRG01,OUT018,900.31
NCM53,OUT027,2640.58
NCB07,OUT035,2689.02
NCZ06,OUT035,3554.59
FDU48,OUT049,1646.7
NCB55,OUT027,1913.3
FDP15,OUT013,3921.13
FDF17,OUT046,2738.95
NCN06,OUT049,2490.08
DRM48,OUT018,475.25
FDH10,OUT046,1147.22
FDC60,OUT018,1099.1
FDE35,OUT018,618.31
DRI23,OUT013,2263.35
NCR38,OUT013,3425.2
FDP04,OUT035,993.98
NCW17,OUT045,2319.32
FDX34,OUT017,1805.83
NCK53,OUT045,1327.49
NCO54,OUT010,154.11
NCH55,OUT046,1905.83
FDT44,OUT027,3269.64
DRG49,OUT046,3705.43
FDX46,OUT010,67.92
DRG36,OUT049,2760.5
FDU37,OUT049,1199.69
FDK10,OUT049,2734.83
DRF37,OUT027,6694.85
FDC44,OUT035,1774.14
FDP15,OUT046,3727.65
FDZ27,OUT027,1299.68
FDY22,OUT019,259.24
DRG51,OUT035,2488.21
FDN58,OUT045,3432.19
FDW01,OUT049,2292.28
FDX24,OUT018,1104.18
FDO51,OUT017,680.2
FDJ52,OUT027,3734.34
NCY06,OUT010,247.95
FDE20,OUT018,2380.96
FDT23,OUT010,173.92
FDQ51,OUT046,620.36
FDE35,OUT046,865.06
FDB46,OUT013,3214.9
NCG19,OUT035,2947.73
NCL06,OUT018,2383.36
FDT36,OUT019,45.36
FDC56,OUT049,2044.29
FDJ26,OUT049,3267.04
FDZ59,OUT017,2530.34
FDV11,OUT027,4769.02
FDR13,OUT010,209.87
FDI15,OUT018,4141.79
FDF47,OUT018,2606.89
NCB54,OUT019,244.33
NCK19,OUT027,4814.31
FDX16,OUT017,2256.67
FDL50,OUT045,1679.03
NCE31,OUT035,448.42
DRJ01,OUT049,1734.33
FDE22,OUT013,1862.97
FDY20,OUT019,156.88
NCO14,OUT045,583.61
NCR50,OUT017,2130.8
DRM47,OUT017,2761.56
FDO27,OUT010,207.8
FDJ20,OUT027,2082.18
NCX17,OUT013,2649.63
FDG59,OUT049,507.32
FDD52,OUT045,1413.41
FDO48,OUT017,3382.48
FDC59,OUT019,76.97
FDS15,OUT018,1382.08
FDB47,OUT035,3240.7
FDV14,OUT019,148.79
FDB27,OUT013,2286.7
FDA35,OUT035,1808.22
FDN51,OUT018,3214.61
FDO39,OUT019,371.27
FDB28,OUT049,2029.59
DRJ25,OUT046,837.98
FDH46,OUT027,2277.27
FDI10,OUT045,2604.52
FDU21,OUT018,331.36
FDD09,OUT049,2741.86
FDD10,OUT046,2477.54
FDN31,OUT010,408.78
FDA46,OUT018,2964.72
FDM56,OUT046,1460.83
FDF11,OUT010,581.94
FDS32,OUT018,1286.25
NCM06,OUT013,2249.39
FDZ26,OUT045,3510.28
FDO01,OUT013,2013.58
FDJ46,OUT049,2527.39
FDG26,OUT019,428.06
FDZ38,OUT035,3148.1
NCO55,OUT013,1749.6
FDT60,OUT035,1833.63
FDW37,OUT049,1137.39
NCK42,OUT018,1928.63
FDA45,OUT046,1699.23
FDW55,OUT018,3372
FDY44,OUT017,2831.65
FDQ31,OUT017,1357.02
FDM09,OUT049,2694.87
FDH12,OUT018,1404.19
NCQ43,OUT035,1448.3
FDT33,OUT035,2409.22
NCT41,OUT018,2007.99
DRJ25,OUT010,88.92
NCQ41,OUT046,2652.51
NCN17,OUT049,1467.07
DRO35,OUT027,2609.25
FDU27,OUT018,610.85
FDY43,OUT027,4153.45
FDG46,OUT035,1855.32
DRL49,OUT018,1678.86
NCB55,OUT049,821.71
FDK28,OUT049,3542.74
FDO49,OUT045,650.51
FDT03,OUT013,1062.34
FDW33,OUT027,2425.39
FDR02,OUT035,1784.22
FDF50,OUT013,2472.78
FDA40,OUT018,1067.64
NCT53,OUT018,2365.43
FDY60,OUT035,1908.01
FDP44,OUT027,2389.22
NCQ50,OUT045,3677.29
NCC30,OUT017,2525
FDQ60,OUT018,1765.98
FDG41,OUT046,1482.37
FDQ03,OUT046,3437.19
FDM03,OUT045,1499.32
FDZ51,OUT018,1306.54
DRF51,OUT035,685.83
FDF39,OUT017,3933.53
FDW52,OUT035,2583.1
FDY22,OUT049,2333.62
FDG14,OUT013,2093.85
FDA57,OUT017,598.06
FDL45,OUT019,301.94
FDX28,OUT046,1187.29
NCQ54,OUT013,2837.67
FDH40,OUT045,1084.76
FDU52,OUT035,2301.88
FDT60,OUT010,167.89
FDK08,OUT045,1393.81
FDN04,OUT049,2166.63
FDE50,OUT013,3039.37
FDI16,OUT049,926.79
FDM50,OUT049,789.62
NCV30,OUT049,904.05
FDT44,OUT013,1648.34
FDY60,OUT013,2543.49
FDT56,OUT017,883.64
FDV58,OUT018,2329.53
FDU04,OUT013,1642.29
NCN05,OUT027,4001.24
FDI53,OUT018,1871.18
FDD34,OUT046,2471.39
FDW47,OUT027,3542.75
FDT51,OUT027,3249.49
FDO27,OUT013,1125.28
NCQ18,OUT018,1512.52
NCW05,OUT013,1750.54
FDI15,OUT010,350.33
NCH43,OUT010,334.89
FDT40,OUT049,1346.54
NCG19,OUT017,3163.53
NCM30,OUT035,623.08
FDB38,OUT017,2458.03
FDB22,OUT046,2209.52
FDC58,OUT046,510.61
NCI29,OUT013,1184.77
FDA23,OUT010,279.72
DRG48,OUT013,2469.91
FDV21,OUT013,1825.82
NCG18,OUT019,242
FDG40,OUT045,529.06
FDU24,OUT018,771.07
FDA22,OUT049,2703.35
FDY35,OUT046,683.35
FDJ15,OUT045,3172.8
NCW18,OUT018,2900.18
FDK56,OUT018,2932.09
FDF44,OUT046,1956.36
FDP51,OUT049,1932.12
FDU22,OUT027,3747.83
FDM28,OUT017,2286.88
NCL42,OUT046,3854.36
FDJ15,OUT019,604.17
FDI32,OUT018,1672.46
DRL11,OUT046,2212.65
DRO59,OUT018,991.03
FDA07,OUT019,232.34
NCO53,OUT013,2777.7
FDO21,OUT045,2099.12
FDW39,OUT045,2187.24
NCV17,OUT013,2076.25
FDE22,OUT046,2139.41
NCB06,OUT018,2057.15
DRF48,OUT017,2371.6
FDB05,OUT013,3165.66
FDP28,OUT027,6839.28
FDP23,OUT046,3586.25
NCS41,OUT018,2802.55
FDS40,OUT018,336.56
FDA16,OUT017,3335.85
FDN20,OUT035,2368.36
FDF04,OUT027,5378.47
DRG36,OUT018,1963.36
FDW16,OUT018,1155.29
FDU09,OUT017,719.02
FDW01,OUT046,2209.7
FDB15,OUT045,3802.48
NCJ17,OUT049,1231.31
NCT18,OUT018,2919.24
FDG16,OUT018,2736.84
FDP27,OUT017,3070.9
FDQ44,OUT027,3412.25
FDL50,OUT027,3173.56
FDW57,OUT027,3718.49
FDS34,OUT013,1630.78
NCV30,OUT035,946.07
FDD26,OUT018,2596.09
FDA03,OUT045,1997.93
FDS27,OUT018,2564.71
FDM12,OUT013,2609.51
NCV42,OUT027,3261.52
NCS41,OUT046,2679.27
FDN56,OUT018,1457.85
DRK59,OUT046,3151.52
NCG18,OUT046,1563.02
NCN26,OUT017,1337.88
FDI60,OUT027,1514.98
NCI43,OUT049,638.47
